"Date Posted","Document ID",Author,"Document Title",Categories,"File URL","Last Modified"
08/29/2025,545657,Michele.mummert,"Transmittal #13385 &#8212; Updates of Chapter 3 and the Appendices Chapter in Publication (Pub.) 100-15, Including Updates to the Medicaid Proactive Project Development Process","Financial, CMS Manuals, Transmittals, Transmittals: 100-15 Medicaid Program Integrity Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13385MPI.pdf,"August 29, 2025 @ 2:32 pm by Michele.mummert"
08/29/2025,545654,Michele.mummert,"Mobile Power Unit AC Power Cord Recall: Abbott Medical Removes AC Power Cord Associated with HeartMate Mobile Power Unit (MPU) Due to Potential Risk of the Cord Not Locking into Place","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Abbott-Medical-Removes-HeartMate-AC-Power-Cord.pdf,"August 29, 2025 @ 1:42 pm by Michele.mummert"
08/29/2025,545652,Michele.mummert,"DermaRite Industries Expands Voluntary Nationwide Recall Due to Potential Burkholderia cepacia Contamination","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/DermaRite-Expands-Voluntary-Recall-Burkholderia.pdf,"August 29, 2025 @ 1:31 pm by Michele.mummert"
08/29/2025,545644,Michele.mummert,"Breathing Circuit Set Recall: Hamilton Medical, Inc. Removes Coaxial Breathing Circuit Set Due to Possible Inner Blue Tube Cracks That May Impact Ventilation","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Hamilton-Medical-Coaxial-Breathing-Circuit-Set-Recall.pdf,"August 29, 2025 @ 1:18 pm by Michele.mummert"
08/29/2025,545636,Michele.mummert,"Manual Resuscitator Recall: Ambu Inc. Removes SPUR II Resuscitators Due to Blocked Manometer Port","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Ambu-Inc.-Manual-Resuscitator-Recall.pdf,"August 29, 2025 @ 10:16 am by Michele.mummert"
08/29/2025,545625,Michele.mummert,"Long-Term Care Facility Resident Assessment Instrument 3.0 User&#8217;s Manual Version 1.20.1","MDS 3.0, *RAI Manual, MDS 3.0 Updates",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Final-MDS-3.0-RAI-Manual-v.-1.20.-1-October-2025.pdf,"August 29, 2025 @ 8:20 am by Michele.mummert"
08/29/2025,40908,Lee-Ann.Arner,"State Agency and CMS Locations RAI/MDS Contacts","MDS 3.0, Appendices, Appendix B",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/RAI-Manual-Appendix-B-August-2025.pdf,"August 29, 2025 @ 8:43 am by Michele.mummert"
08/28/2025,545514,Michele.mummert,"Ventilator Correction: Hamilton Medical AG Corrects HAMILTON-C6 Due to Risk of Ventilation Interruption from Defective Circuit Board","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Hamilton-Medical-AG-Correction-Hamilton-C6.pdf,"August 28, 2025 @ 3:27 pm by Michele.mummert"
08/28/2025,545508,Michele.mummert,"Prevention and Control of Seasonal Influenza with Vaccines: Recommendations of the Advisory Committee on Immunization Practices &#8212; United States, 2025-26 Influenza Season","Regulatory Agencies, CDC, Immunization",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/CDC-Immunization-ACIP-Recommendations-2025-2026-Influenza-Season.pdf,"August 28, 2025 @ 2:41 pm by Michele.mummert"
08/28/2025,545504,Michele.mummert,"Applicator Recall:  Integra LifeSciences Removes Extended Tip Applicator Due to Potential Sterility and Endotoxin Concerns","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Integra-LifeSciences-Extended-Tip-Applicator-Recall.pdf,"August 28, 2025 @ 1:49 pm by Michele.mummert"
08/28/2025,545500,Michele.mummert,"Infusion Pump Correction: ICU Medical, Inc. Issues Correction for Plum Duo Infusion System Due to Software Possibly Resulting in Pump Becoming Unresponsive","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/ICU-Medical-Plum-Duo-Infusion-System.pdf,"August 28, 2025 @ 1:30 pm by Michele.mummert"
08/28/2025,543471,Lee-Ann.Arner,"iQIES Assessment Management: Assessment Submitter Manual Version 2.1","MDS 3.0, iQIES",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/iQIES-Assessment-Managment-Manual-for-Assessment-Submitter-v2.1.pdf,"August 28, 2025 @ 10:03 am by Michele.mummert"
08/28/2025,36347,Josh.stuedeman,"A Prescriber&#8217;s Guide to Medicare Prescription Drug (Part D) Opioid Policies","Regulatory Agencies, CMS, Medicare, Part D, Fact Sheets, Provider Guides",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/CMS-Medicare-Provider-Guides-Medicare-Part-D-Opioid-Policies-Aug-2025.pdf,"August 28, 2025 @ 10:38 am by Michele.mummert"
08/28/2025,545483,Michele.mummert,"Preserving Patient Access to Long-Term Care Pharmacies Act","Regulatory Agencies, Congress",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Congress-HR-Bill-Preserving-Patient-Access-to-Long-Term-Care-Pharmacies-Act.pdf,"August 28, 2025 @ 9:47 am by Michele.mummert"
08/27/2025,545472,Michele.mummert,"Unichem Pharmaceuticals (USA) Inc. Issues Voluntary Nationwide Recall of Cyclobenzaprine Hydrochloride Tablets USP 10mg, Due to Mislabeling","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Unichem-Recall-Cyclobenzaprine-Tablets.pdf,"August 27, 2025 @ 3:33 pm by Michele.mummert"
08/27/2025,42923,Mpurkaya,"Physical Resources Action Plan","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Physical-Resources-Action-Plan.docx,"August 27, 2025 @ 1:22 pm by polly.smith"
08/27/2025,42934,Mpurkaya,"Physical Plant Needs: Resident Population Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Resident Population",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Physical-Plant-Needs-Resident-Population-Worksheet.docx,"August 27, 2025 @ 1:30 pm by polly.smith"
08/27/2025,37431,Mpurkaya,"Personal Visitors &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Personal-Visitors-Policy.docx,"August 27, 2025 @ 11:37 am by polly.smith"
08/27/2025,32033,Mstypinski,"Services Provided: Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Services-Provided-Resource-Worksheet.docx,"August 27, 2025 @ 1:24 pm by polly.smith"
08/27/2025,32032,Mstypinski,"Personnel: Credentials and Competencies Staffing Worksheet","Tools and Templates, Administrative, Facility Assessment, Staffing Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Personnel-Credentials-and-Competencies-Staffing-Worksheet.docx,"August 27, 2025 @ 1:39 pm by polly.smith"
08/27/2025,449724,Polly.smith,"Professionalism – Customer Service &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Professionalism-Customer-Service-Policy.docx,"August 27, 2025 @ 11:40 am by polly.smith"
08/27/2025,32031,Mstypinski,"Health Information Technology: Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Health-Information-Technology-Resource-Worksheet.docx,"August 27, 2025 @ 1:22 pm by polly.smith"
08/27/2025,36612,Mpurkaya,"Illegal Drug Use Policy &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Illegal-Drug-Use-Policy.docx,"August 27, 2025 @ 11:22 am by polly.smith"
08/27/2025,32030,Mstypinski,"Facility Equipment Medical and Non-Medical: Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Facility-Equipment-Medical-and-Non-Medical-Resource-Worksheet.docx,"August 27, 2025 @ 1:22 pm by polly.smith"
08/27/2025,37389,Mpurkaya,"Form I-9 &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Form-I-9-Policy.docx,"August 27, 2025 @ 11:22 am by polly.smith"
08/27/2025,37371,Mpurkaya,"Employee Smoking &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Employee-Smoking-Policy.docx,"August 27, 2025 @ 11:14 am by polly.smith"
08/27/2025,37377,Mpurkaya,"Employment of Minors &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Employment-of-Minors-Policy.docx,"August 27, 2025 @ 11:15 am by polly.smith"
08/27/2025,32029,Mstypinski,"Contracts, Agreements, and Memorandums of Understanding for Normal and Emergency Operation: Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Contracts-Agreements-MoU-for-Normal-and-Emergency-Operation-Resource-Worksheet.docx,"August 27, 2025 @ 1:19 pm by polly.smith"
08/27/2025,37482,Mpurkaya,"Wage Garnishments &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Wage-Garnishments-Policy.docx,"August 27, 2025 @ 11:59 am by polly.smith"
08/27/2025,32028,Mstypinski,"Building/Structures and Vehicles: Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Building-Structures-and-Vehicles-Resource-Worksheet.docx,"August 27, 2025 @ 1:19 pm by polly.smith"
08/27/2025,37399,Mpurkaya,"Information Access Management &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Information-Access-Management-Policy.docx,"August 27, 2025 @ 11:25 am by polly.smith"
08/27/2025,37329,Mpurkaya,"Access to OSHA Injury and Illness Records &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Access-to-OSHA-Injury-and-Illness-Records-Policy.docx,"August 27, 2025 @ 10:39 am by polly.smith"
08/27/2025,520052,Polly.smith,"Religious Accommodation &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Religious-Accomodation-Policy.docx,"August 27, 2025 @ 11:45 am by polly.smith"
08/27/2025,37467,Mpurkaya,"Threatening or Violent Behavior in the Workplace &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Threatening-or-Violent-Behavior-in-the-Workplace-Policy.docx,"September 2, 2025 @ 2:37 pm by polly.smith"
08/27/2025,37394,Mpurkaya,"Identification Badges &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Identification-Badges-Policy.docx,"August 27, 2025 @ 11:22 am by polly.smith"
08/27/2025,37443,Mpurkaya,"Reporting Fatality, Injury, and Illness Information to OSHA &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Reporting-Fatality-Injury-and-Illness-Information-to-OSHA-Policy.docx,"August 27, 2025 @ 11:45 am by polly.smith"
08/27/2025,37437,Mpurkaya,"Professional Development &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Professional-Development-Policy.docx,"August 27, 2025 @ 11:40 am by polly.smith"
08/27/2025,523590,Polly.smith,"Company Credit Card Use &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Company-Credit-Card-Use-Policy.docx,"August 27, 2025 @ 10:50 am by polly.smith"
08/27/2025,37365,Mpurkaya,"Discrimination &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",,"August 27, 2025 @ 10:57 am by polly.smith"
08/27/2025,36856,Mpurkaya,"Medical Staff Credentialing and Privileging &#8211; HR Policy","Tools and Templates, Administrative, Compliance and Ethics, Policies and Procedures, Human Resources, Policies and Procedures, Policies and Procedures, Compliance and Ethics, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Medical-Staff-Credentialing-and-Privileging-Policy.docx,"August 27, 2025 @ 11:29 am by polly.smith"
08/27/2025,42912,Mpurkaya,"Light Duty &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Light-Duty-Policy.docx,"August 27, 2025 @ 11:26 am by polly.smith"
08/27/2025,42929,Mpurkaya,"Supply Chain Resource Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Supply-Chain-Resource-Worksheet.docx,"August 27, 2025 @ 1:24 pm by polly.smith"
08/27/2025,40928,Mpurkaya,"Company Issued Cell Phone &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Company-Issued-Cell-Phone-Policy.docx,"August 27, 2025 @ 10:50 am by polly.smith"
08/27/2025,37452,Mpurkaya,"Resident Photographs &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Resident-Photographs-Policy.docx,"August 27, 2025 @ 11:50 am by polly.smith"
08/27/2025,37349,Mpurkaya,"Company Vehicles &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Company-Vehicles-Policy.docx,"August 27, 2025 @ 10:50 am by polly.smith"
08/27/2025,37355,Mpurkaya,"Conduct and Behavior &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Conduct-and-Behavior-Policy.docx,"August 27, 2025 @ 10:53 am by polly.smith"
08/27/2025,37461,Mpurkaya,"Solicitation &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Solicitation-Policy.docx,"August 27, 2025 @ 11:53 am by polly.smith"
08/27/2025,37455,Mpurkaya,"Retention of Training Records &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Retention-of-Training-Records-Policy.docx,"August 27, 2025 @ 11:50 am by polly.smith"
08/27/2025,37473,Mpurkaya,"Time Off for Voting &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Time-Off-for-Voting-Policy.docx,"August 27, 2025 @ 11:57 am by polly.smith"
08/27/2025,37358,Mpurkaya,"Continuing Education &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Continuing-Education-Policy.docx,"August 27, 2025 @ 10:53 am by polly.smith"
08/27/2025,37380,Mpurkaya,"Evaluation Process &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Evaluation-Process-Policy.docx,"August 27, 2025 @ 11:19 am by polly.smith"
08/27/2025,37335,Mpurkaya,"Background Investigations &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Background-Investigations-Policy.docx,"August 27, 2025 @ 10:46 am by polly.smith"
08/27/2025,461907,Polly.smith,"Facility Assessment Data Collection Sources","Tools and Templates, Administrative, Facility Assessment, Addressing Facility Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Facility-Assessment-Data-Collection-Sources.pdf,"August 27, 2025 @ 1:19 pm by polly.smith"
08/27/2025,37428,Mpurkaya,"Personal Cell Phones &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Personal-Cell-Phones-Policy.docx,"August 27, 2025 @ 11:37 am by polly.smith"
08/27/2025,37341,Mpurkaya,"Communicable and Contagious Diseases &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Communicable-and-Contagious-Diseases-Policy.docx,"August 27, 2025 @ 10:47 am by polly.smith"
08/27/2025,37362,Mpurkaya,"Disciplinary Action &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Disciplinary-Action-Policy.docx,"August 27, 2025 @ 11:10 am by polly.smith"
08/27/2025,37402,Mpurkaya,"License Verification &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/License-Verification-Policy.docx,"August 27, 2025 @ 11:25 am by polly.smith"
08/27/2025,37410,Mpurkaya,"Medical Examination &#8211; HR Policy","Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Medical-Examination-Policy.docx,"August 27, 2025 @ 11:29 am by polly.smith"
08/27/2025,34686,Lee-Ann.Arner,"Clinical Characteristics: Resident Population Worksheet","Tools and Templates, Administrative, Facility Assessment, Addressing Resident Population",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Clinical-Characteristics-Resident-Population-Worksheet.docx,"August 27, 2025 @ 1:28 pm by polly.smith"
